2025/7/1, hw4, weight: 86.5
2025/7/2, --, weight: --
2025/7/3, 2/24 2/26, weight: 86.3
2025/7/4, discussion, weight: 86.0
2025/7/5, hw5 dis, weight: 85.5
2025/7/6, 3/3 3/5 hw6, weight: 85
